"vItemNumber","vLocation","vDescription","vShortDesc","vLook","vGenColor","vGenItemType","vMetalColor","vSizeType","vKeywords","vSorting","vAggregation","vMaterialDesc","vFeatureDesc","vDetailDesc","itemprice_1","itemprice_2"
"11414","800","This Modern Dainty style is all the rave this season!  It is the perfect piece to add to your arm party and you`ll have so much fun stacking these! This piece has mixed media, faceted beads, and an eslastic stretch to fit most wrist sizes. It will be your new go-to jewelry piece! Going to the mall? Have a romantic date planned? Headed to the beach? Wherever you go, make sure your arm party goes with you!","Brown Drop Stretch Bracelet","Boho Chic","Orange","Bracelets","Gold","","Stretch, focal, tassel, bracelet",490,"","Gold toned plating over metal base with glass beads and a unique stone focal piece","Stretch | Style # 11414","Designed in the USA",5.75,14.99
"11415","800","This Modern Dainty style is all the rave this season!  It is the perfect piece to add to your arm party and you`ll have so much fun stacking these! This piece has mixed media, faceted beads, and an eslastic stretch to fit most wrist sizes. It will be your new go-to jewelry piece! Going to the mall? Have a romantic date planned? Headed to the beach? Wherever you go, make sure your arm party goes with you!","White Circle Stretch Bracelet","Boho Chic","White","Bracelets","Gold","","Stretch, focal, chain tassel, bracelet",490,"","Gold toned plating over metal base with glass beads and a unique stone focal piece","Stretch | Style # 11415","Designed in the USA",5.75,14.99
"11416","800","Making a grand debut this season is this silver toned brass cuff with striking beaded details and unique stones. This mixed media cuff will be your new go-to jewelry piece. Going to the mall? Have a romantic date planned? Headed to the beach? Wherever you go, make sure your arm party goes with you!","White Bead Cuff Bracelet","Boho Chic","White","Bracelets","Silver","","Cuff, skinny cuff, tassel, focal, faceted, bracelet",495,"","Silver toned plating over metal base with glass beads and a unique stone focal piece","Adjustable | Style # 11416","Designed in the USA",7.5,19.99
"11417","800","This Modern Dainty style is all the rave this season!  It is the perfect piece to add to your arm party and you`ll have so much fun stacking these! This piece has mixed media, faceted beads, and an eslastic stretch to fit most wrist sizes. It will be your new go-to jewelry piece! Going to the mall? Have a romantic date planned? Headed to the beach? Wherever you go, make sure your arm party goes with you!","White Oval Stretch Bracelet","Boho Chic","White","Bracelets","Gold","","Stretch, focal, tassel, lucky, bracelet",490,"","Gold toned plating over metal base with glass beads and a unique stone focal piece","Stretch | Style # 11417","Designed in the USA",5.75,14.99
"12718","800","Minimal in size, but significant in style! The name of the look says it all – dainty! This piece is all you need to finish off your ensemble; it''s perfect for on-the-go and will pair fabulously with any outfit you choose. Not to mention, it has a nice sparkle with the petite Swarovski<sup>&reg;</sup> crystal it features. Pure elegance!","Dainty Tooth Ring","Sleek","Gold","Rings","Gold","","Swarovski, clear, brushed, dainty, tooth, ring",502,"","Gold toned plating over brass made with Swarovski® crystals","Adjustable | Style # 12718","Designed in the USA",6,14.99
"12719","800","Minimal in size, but significant in style! The name of the look says it all – dainty! This piece is all you need to finish off your ensemble; it''s perfect for on-the-go and will pair fabulously with any outfit you choose. Not to mention, it has a nice sparkle with the petite Swarovski<sup>&reg;</sup> crystal it features. Pure elegance!","Dainty Tooth Earrings","Sleek","Gold","Earrings","Gold","","Swarovski, clear, brushed, dainty, tooth, stud, earrings",503,"","Gold toned plating over brass made with Swarovski® crystals","Adjustable | Style # 12719","Designed in the USA",6,14.99
"12720","800","Minimal in size, but significant in style! The name of the look says it all – dainty! This piece is all you need to finish off your ensemble; it''s perfect for on-the-go and will pair fabulously with any outfit you choose. Not to mention, it has a nice sparkle with the petite Swarovski<sup>&reg;</sup> crystal it features. Pure elegance!","Dainty Circle Bracelet","Sleek","Gold","Bracelets","Gold","","Swarovski, clear, brushed, dainty, circle, open, bangle, bracelet",500,"","Gold toned plating over brass made with Swarovski® crystals","Adjustable | Style # 12720","Designed in the USA",8,19.99
"12721","800","Minimal in size, but significant in style! The name of the look says it all – dainty! This piece is all you need to finish off your ensemble; it''s perfect for on-the-go and will pair fabulously with any outfit you choose. Not to mention, it has a nice sparkle with the petite Swarovski<sup>&reg;</sup> crystal it features. Pure elegance!","Dainty Circle Necklace","Sleek","Gold","Necklaces","Gold","","Swarovski, clear, brushed, dainty, circle, necklace",501,"","Gold toned plating over brass made with Swarovski® crystals","Lobster claw closure | Style # 12721","16""length | 3""extender chain | Designed in the USA",8,19.99
"11418","800","This Modern Dainty style is all the rave this season!  It is the perfect piece to add to your arm party and you`ll have so much fun stacking these! This piece has mixed media, faceted beads, and an eslastic stretch to fit most wrist sizes. It will be your new go-to jewelry piece! Going to the mall? Have a romantic date planned? Headed to the beach? Wherever you go, make sure your arm party goes with you!","Blue Oval Stretch Bracelet","Boho Chic","Blue","Bracelets","Silver","","Stretch, focal, tassel, evil eye, bracelet",490,"","Silver toned plating over metal base with glass beads and a unique stone focal piece","Stretch | Style # 11418","Designed in the USA",5.75,14.99
"11419","800","Making a grand debut this season is this silver toned brass cuff with striking beaded details and unique stones. This mixed media cuff will be your new go-to jewelry piece. Going to the mall? Have a romantic date planned? Headed to the beach? Wherever you go, make sure your arm party goes with you!","Blue Stone Cuff Bracelet","Boho Chic","Blue","Bracelets","Silver","","Cuff, skinny cuff, tassel, focal, faceted, bracelet",495,"","Silver toned plating over metal base with glass beads and a unique stone focal piece","Adjustable | Style # 11419","Designed in the USA",7.5,19.99
"11420","800","This Modern Dainty style is all the rave this season!  It is the perfect piece to add to your arm party and you`ll have so much fun stacking these! This piece has mixed media, faceted beads, and an eslastic stretch to fit most wrist sizes. It will be your new go-to jewelry piece! Going to the mall? Have a romantic date planned? Headed to the beach? Wherever you go, make sure your arm party goes with you!","Teal Drop Stretch Bracelet","Boho Chic","Blue","Bracelets","Silver","","Stretch, focal, star, bracelet",490,"","Silver toned plating over metal base with glass beads and a unique stone focal piece","Stretch | Style # 11420","Designed in the USA",5.75,14.99
"11421","800","The Mod Magnetic Focal bracelet is a trendy and fashion forward piece essential to any wardrobe! It has a printed grey faux leather band, mixed media and a striking focal stone surrounded by glass crystals in the center. The silver toned magnetic clasp adds convenience when putting it on and taking it off. Dress this piece up or down, either way you`ll be looking like a fashionista!","Grey Magnetic Bracelet","Boho Chic","Grey","Bracelets","Silver","","Magnetic, focal, faux leather, bracelet",498,"","Silver toned plating over metal base with a faux leather band and unique stone focal piece","Magnetic closure | Style # 11421","7.5""length | Designed in the USA",8,19.99
"10944","800","Absolutely remarkable, and a favorite by many! These earrings are trend driven, yet classic and elegant. Abalone, a precious shell from the sea, is the focal of these hanging hollow-diamond shaped earrings. They offer gold toned hardware which only makes them even more beautiful with an eye catching rhinestone border! They are sure to impress and will look fabulous with any outfit!","Abalone Hollow Earrings","Sleek","Multi","Earrings","Gold","","Shell, abalone, rhinestone",900,"","Gold tone plating over brass with glass crystal and abalone shell accents","Shiny metal earwire | Style # 10944","1.3""length | Designed in the USA",11.5,29.99
"10945","800","Trendy, yet classic. Abalone, a precious shell from the sea, is the total look of these jaw-dropping earrings. Oblong in shape, and elegant as ever, with silver toned hardware on the outer edge. These drop style earrings are absolutely exquisite. They will make an absolute wow statement and are sure to impress along with looking fabulous with any outfit!","Abalone Oval Earrings","Sleek","Multi","Earrings","Silver","","Shell, abalone, teardrop, drop",900,"","Silver tone plating over brass with glass crystal and abalone shell accents","Shiny metal earwire | Style # 10945","0.9""length | Designed in the USA",6.5,19.99
"10946","800","Subtle, yet stunning. Classic and elegant. Abalone, a precious shell from the sea, is the focal of these slender hanging earrings. These earrings offer silver toned hardware which only makes them even more beautiful! They are sure to impress and will look fabulous with any outfit!","Abalone Drop Earrings","Sleek","Multi","Earrings","Silver","","Shell, abalone, drop",900,"","Silver tone plating over brass with glass crystal and abalone shell accents","Shiny metal earwire | Style # 10946","1.5""length | Designed in the USA",7.25,19.99
