"vItemNumber","vLocation","vDescription","vShortDesc","vLook","vSpecificColor","vGenColor","vGenMaterial","vGenItemType","vShape","vSizeType","vMetalColor","vMetalType","vDimensions","vPcCounts","vKeywords","vOnSale","vFeaturedItem","vSorting","vAggregation","itemprice_1","itemprice_2","quantityonhand","imagefilename","lookAttr","funcAttr","materialAttr"
"34696108","900","This White Organza Cotton Ribbon Is great for many kinds of projects as well as jewelry. Create beautiful weaves, braids, wrapped projects and more for endless possibilities!","5yd White Organza Cotton Ribbon","Cording and Wire","White","White","Cotton","Ribbons","Organza",,,"","5yd","5yd","White, Cotton, 5Yd, Ribbons, Ribbon, White, Organza","N","N",999999,"",2,3.99,175,"https://www.cousindiy.com/diyimages/34696108.jpg, https://www.cousindiy.com/diyimages/34696108-2.jpg, https://www.cousindiy.com/diyimages/34696108-3.jpg, https://www.cousindiy.com/diyimages/34696108-4.jpg, https://www.cousindiy.com/diyimages/34696108-5.jpg","Cording and Wire","Ribbons","Cotton"
"34697023","900","These trendy Gold Bows Metal Charms will instantly make your jewelry projects a fashion standard. Embellish any piece with these to express your style or to create a custom gift.","5pc Gold Bows Metal Charms","Charms and Accents","Gold","Gold","Base Metal","Charms","Bows",,"Gold","","","5pc","Accent, Charm, Gold, Bow, Metal","N","N",999999,"",2,3.99,243,"https://www.cousindiy.com/diyimages/34697023.jpg, https://www.cousindiy.com/diyimages/34697023-2.jpg, https://www.cousindiy.com/diyimages/34697023-3.jpg, https://www.cousindiy.com/diyimages/34697023-4.jpg, https://www.cousindiy.com/diyimages/34697023-5.jpg","Charms and Accents","Charms","Base Metal"
"34708291","900","These trendy Silver Saucer Metal Beads will add the perfect touch to any of your creations! Make something uniquely you that stands out in the crowd! Beads are multifunctional - you can use them in all sorts of craft projects; from jewelry, to embellishments, to even sculpture. Get inspired to create!","24pc Silver Saucer Metal Beads","Beads","Silver","Silver","Base Metal","Metal Beads","Saucer",,"Silver","","","24pc","Spacer, Bead, Silver, Saucer, Metal","N","N",999999,"",2,3.99,133,"https://www.cousindiy.com/diyimages/34708291.jpg, https://www.cousindiy.com/diyimages/34708291-2.jpg, https://www.cousindiy.com/diyimages/34708291-3.jpg, https://www.cousindiy.com/diyimages/34708291-4.jpg, https://www.cousindiy.com/diyimages/34708291-5.jpg","Beads","Metal Beads","Base Metal"
"34713072","900","Create unique pieces of jewelry that everyone will love with Green and Orange Bicone, Barrel, Round Glass Bead Mix . Whether you are designing necklaces, bracelets, earrings or more. These beads will make your creations stand out amongst the rest!","62pc Green and Orange Bicone, Barrel, Round Glass Bead Mix","Beads","Green And Orange","Green","Glass","Glass Beads","Bicone, Barrel, Round",,,"","","62pc","62, Pc, Two, Tone, Two, Tone, Bead, 2, Tone, 2, Tone, Beads, Jewelry, Basics, Glass, Beads, Green, Orange, Green, Orange","N","N",999999,"",2,3.99,56,"https://www.cousindiy.com/diyimages/34713072.jpg, https://www.cousindiy.com/diyimages/34713072-2.jpg, https://www.cousindiy.com/diyimages/34713072-3.jpg, https://www.cousindiy.com/diyimages/34713072-4.jpg, https://www.cousindiy.com/diyimages/34713072-5.jpg","Beads","Glass Beads","Glass"
"34716125","900","These Exotic and exciting Pink, Purple, Green Round Resin Shamballa Beads will create beautiful pieces of jewelry that are sure to stand out. Shamballa beads have a mystical effect due to their surfaces being completely covered with reflective rhinestones.","17pc Pink, Purple, Green Round Resin Shamballa Beads","Beads","Pink, Purple, Green","Multi","Resin","Acrylic-Plastic Beads","Round",,,"","13mm","17pc","Pink, Purple, Green, Resin, 13Mm, Acrylic/Plastic, Beads, Rhinestone, Shamballa","N","N",999999,"",3,5.99,449,"https://www.cousindiy.com/diyimages/34716125.jpg, https://www.cousindiy.com/diyimages/34716125-2.jpg, https://www.cousindiy.com/diyimages/34716125-3.jpg, https://www.cousindiy.com/diyimages/34716125-4.jpg, https://www.cousindiy.com/diyimages/34716125-5.jpg","Beads","Acrylic-Plastic Beads","Resin"
"34718014","900","This versatile Black Curb Aluminum Chain provides the perfect base for your custom jewelry creations. Use it to create a lovely necklace or bracelet paired with your favorite colors.","70in Black Curb Aluminum Chain","Chains","Black","Black","Base Metal","Chain","Curb",,"Black","Aluminum","70inx6.6mm","70in","Small, Diamond, Shaped, Chain, Black,","N","N",999999,"",2,3.99,282,"https://www.cousindiy.com/diyimages/34718014.jpg, https://www.cousindiy.com/diyimages/34718014-2.jpg, https://www.cousindiy.com/diyimages/34718014-3.jpg, https://www.cousindiy.com/diyimages/34718014-4.jpg, https://www.cousindiy.com/diyimages/34718014-5.jpg","Chains","Chain","Base Metal"
"34719121","900","These Antique Gold  Metal Crimp Beads are the unsung heroes of the beading world. They are useful in so many places! Secure stretch cords, thread, monofilament or beading wire, or use as tiny spacers. Use a Crimp Tool for easy crimping.","400pc Antique Gold  Metal Crimp Beads","Findings","Antique Gold","Antique Gold","Base Metal","Crimp Beads and Tubes","",,"Antique Gold","","","400pc","""Program, #, 51321, 34719121, 016321066595, Jewelry, Basics, Findings, 34719-121, 400Pc, 2Mm, Crimp, Bead, Antique, Gold, 40Piece, 2Mm, Crimp, Bead, Antique, Gold""","N","N",999999,"",2,3.99,534,"https://www.cousindiy.com/diyimages/34719121.jpg, https://www.cousindiy.com/diyimages/34719121-2.jpg, https://www.cousindiy.com/diyimages/34719121-3.jpg, https://www.cousindiy.com/diyimages/34719121-4.jpg, https://www.cousindiy.com/diyimages/34719121-5.jpg","Findings","Crimp Beads and Tubes","Base Metal"
"34719128","900","These Antique Gold  Metal Bails will add a touch of finesse to your hand made creations. Add to your custom necklaces for a finished look!","9pc Antique Gold  Metal Bails","Findings","Antique Gold","Antique Gold","Base Metal","Bails","",,"Antique Gold","","","9pc","Findings, Antique, Gold, Antique, Gold, Base, Metal, Bails, Antique, Gold, 9Pc, Bails, Antique, Gold","N","N",999999,"",2,3.99,1170,"https://www.cousindiy.com/diyimages/34719128.jpg, https://www.cousindiy.com/diyimages/34719128-2.jpg, https://www.cousindiy.com/diyimages/34719128-3.jpg, https://www.cousindiy.com/diyimages/34719128-4.jpg, https://www.cousindiy.com/diyimages/34719128-5.jpg","Findings","Bails","Base Metal"
"34720001","900","Create unique pieces of jewelry that everyone will love with Light Pink Multi Glass Seed and E Bead Mix . Whether you are designing necklaces, bracelets, earrings or more. These beads will make your creations stand out amongst the rest!","90G Light Pink Multi Glass Seed And E Bead Mix","Beads","Light Pink","Pink","Glass","Seed-E-Bugle beads","Multi",,,"",,"90G","90G, 3. 18Oz, Light, Pink, Seed, Bead, Mix","N","N",999999,"",2,3.99,256,"https://www.cousindiy.com/diyimages/34720001.jpg, https://www.cousindiy.com/diyimages/34720001-2.jpg, https://www.cousindiy.com/diyimages/34720001-3.jpg, https://www.cousindiy.com/diyimages/34720001-4.jpg, https://www.cousindiy.com/diyimages/34720001-5.jpg","Beads","Seed-E-Bugle beads","Glass"
"34720011","900","Create unique pieces of jewelry that everyone will love with Green Multi Glass Seed and E Bead Mix . Whether you are designing necklaces, bracelets, earrings or more. These beads will make your creations stand out amongst the rest!","90G Green Multi Glass Seed And E Bead Mix","Beads","Green","Green","Glass","Seed-E-Bugle beads","Multi",,,"",,"90G","Program, #, 51319, 34720011, 016321055407, Jewelry, Basics, Semi, Precious, &, Seed, Beads, 34720-011, 90G/3. 18Oz, Green, Seed, Bead, Mix, 90G, 3. 18Oz, Green, Seed, Bead, Mix","N","N",999999,"",2,3.99,138,"https://www.cousindiy.com/diyimages/34720011.jpg, https://www.cousindiy.com/diyimages/34720011-2.jpg, https://www.cousindiy.com/diyimages/34720011-3.jpg, https://www.cousindiy.com/diyimages/34720011-4.jpg, https://www.cousindiy.com/diyimages/34720011-5.jpg","Beads","Seed-E-Bugle beads","Glass"
"30214581","900","This Neon Rainbow  Nylon Cord Is great for many kinds of projects as well as jewelry. Create beautiful weaves, braids, wrapped projects and more for endless possibilities!","24ft Neon Rainbow  Nylon Cord","Cording and Wire","Neon Rainbow","Rainbow","Nylon","Fashion Cords","",,"Gold","","24ft","24ft","Neon, Rainbow, Nylon, 24Ft, Fashion, Cords, Rainbow, Satin, Cord","N","N",999999,"",2,3.99,698,"https://www.cousindiy.com/diyimages/30214581.jpg, https://www.cousindiy.com/diyimages/30214581-2.jpg, https://www.cousindiy.com/diyimages/30214581-3.jpg, https://www.cousindiy.com/diyimages/30214581-4.jpg, https://www.cousindiy.com/diyimages/30214581-5.jpg","Cording and Wire","Fashion Cords","Nylon"
"30308002","900","Make your own fashion jewelry! This kit contains all the materials you need to make Ohm Bottle 2 Necklaces or 2 Bracelets . Use the included design pattern or get inspired to design your own. A great gift for friends and family!","1Set Ohm Bottle Glass Necklace And Bracelet Kit","Kits","Blue, Grey, Teal","Blue","Glass","Jewelry kits","Bottle",,"Silver","","","1Set",", Jewelry, In, A, Bottle, Kit, Ohm","N","N",999999,"",3,5.99,273,"https://www.cousindiy.com/diyimages/30308002.jpg, https://www.cousindiy.com/diyimages/30308002-2.jpg, https://www.cousindiy.com/diyimages/30308002-3.jpg, https://www.cousindiy.com/diyimages/30308002-4.jpg, https://www.cousindiy.com/diyimages/30308002-5.jpg","Kits","Jewelry kits","Glass"
"34734125","900","These trendy Pink, Purple, Blue Glitter Flower Acrylic Beads will add the perfect touch to any of your creations! Make something uniquely you that stands out in the crowd! Beads are multifunctional - you can use them in all sorts of craft projects; from jewelry, to embellishments, to even sculpture. Get inspired to create!","80pc Pink, Purple, Blue Glitter Flower Acrylic Beads","Beads, Kids","Pink, Purple, Blue","Multi","Acrylic","Acrylic-Plastic Beads","Glitter Flower",,,"","","80pc","Multicolor, Glitter, Flower, Pink, Purple, Blue","N","N",999999,"",1.5,2.99,501,"https://www.cousindiy.com/diyimages/34734125.jpg, https://www.cousindiy.com/diyimages/34734125-2.jpg, https://www.cousindiy.com/diyimages/34734125-3.jpg, https://www.cousindiy.com/diyimages/34734125-4.jpg, https://www.cousindiy.com/diyimages/34734125-5.jpg","Beads","Acrylic-Plastic Beads","Acrylic"
"34734144","900","These trendy Ab Colors Crown Acrylic Beads will add the perfect touch to any of your creations! Make something uniquely you that stands out in the crowd! Beads are multifunctional - you can use them in all sorts of craft projects; from jewelry, to embellishments, to even sculpture. Get inspired to create!","150pc Ab Colors Crown Acrylic Beads","Beads, Kids","Yellow, Pink, Purple, Magenta, White, Aqua","Multi","Acrylic","Acrylic-Plastic Beads","Crown",,,"","","150pc",", Acrylic, Multicolor, Crown, Beads","N","N",999999,"",1.5,2.99,270,"https://www.cousindiy.com/diyimages/34734144.jpg, https://www.cousindiy.com/diyimages/34734144-2.jpg, https://www.cousindiy.com/diyimages/34734144-3.jpg, https://www.cousindiy.com/diyimages/34734144-4.jpg, https://www.cousindiy.com/diyimages/34734144-5.jpg","Beads","Acrylic-Plastic Beads","Acrylic"
"29502213","900","Design truly refined jewelry with these  Oval Silver Plated Metal Charm Bases ! Make your jewelry projects a fashion standard. Embellish any piece with these to express your style or to create a custom gift.  All of our silver plated components are plated with real silver.","2pc  Oval Silver Plated Metal Charm Bases","Real and Plated Metals","Silver","Silver","Silver Plated","Earring Findings","Oval",,"Silver","Silver, Copper","21mm","2pc","21Mm, Silver, Plate, Open, Oval, Drop, Teardrop","N","N",999999,"",2,3.99,824,"https://www.cousindiy.com/diyimages/29502213.jpg, https://www.cousindiy.com/diyimages/29502213-2.jpg, https://www.cousindiy.com/diyimages/29502213-3.jpg, https://www.cousindiy.com/diyimages/29502213-4.jpg, https://www.cousindiy.com/diyimages/29502213-5.jpg","Real and Plated Metals","Earring Findings","Silver Plated"
"2950230","900","Design truly refined jewelry with these  Round Silver Plated Metal Beads They are designed to create embellished connections. Great as a stand-alone focal piece or to add decoration to a specific part of your creation.  All of our silver plated components are plated with real silver.","14pc  Round Silver Plated Metal Beads","Real and Plated Metals","Silver","Silver","Silver Plated","Metal Beads","Round",,"Silver","Silver, Copper","5mm","14pc","Silver, Plate, 5Mm, Round, Bead","N","N",999999,"",2,3.99,614,"https://www.cousindiy.com/diyimages/2950230.jpg, https://www.cousindiy.com/diyimages/2950230-2.jpg, https://www.cousindiy.com/diyimages/2950230-3.jpg, https://www.cousindiy.com/diyimages/2950230-4.jpg, https://www.cousindiy.com/diyimages/2950230-5.jpg","Real and Plated Metals","Metal Beads","Silver Plated"
"34708286","900","These lovely Copper  Metal Bead Caps add the perfect touch to your homemade jewelry creations. Accentuate any bead for a truly detail oriented design.","60pc Copper  Metal Bead Caps","Findings","Copper","Brown","Base Metal","Bead Caps","",,"Brown","","10-12mm","60pc","Bead, Cap, Copper, Mixed, Metal","N","N",999999,"",2,3.99,185,"https://www.cousindiy.com/diyimages/34708286.jpg, https://www.cousindiy.com/diyimages/34708286-2.jpg, https://www.cousindiy.com/diyimages/34708286-3.jpg, https://www.cousindiy.com/diyimages/34708286-4.jpg, https://www.cousindiy.com/diyimages/34708286-5.jpg","Findings","Bead Caps","Base Metal"
"34708383","900","These trendy Clear, Red, Black, Silver Tear Drops Metal Charms will instantly make your jewelry projects a fashion standard. Embellish any piece with these to express your style or to create a custom gift.","6pc Clear, Red, Black, Silver Tear Drops Metal Charms","Charms and Accents","Clear, Red, Black, Silver","Multi","Base Metal","Charms","Tear Drops",,"Gunmetal","","","6pc","""Program, #, 51313, 34708383, 016321058163, Jewelry, Basics, Charms, 34708-383, 6Pc, Metal, Charm, Gunmetal, Teardrop, 6, Piece, Metal, Charm, Gun, Metal Teardrop, Red, Crystal, Black""","N","N",999999,"",2,3.99,68,"https://www.cousindiy.com/diyimages/34708383.jpg, https://www.cousindiy.com/diyimages/34708383-2.jpg, https://www.cousindiy.com/diyimages/34708383-3.jpg, https://www.cousindiy.com/diyimages/34708383-4.jpg, https://www.cousindiy.com/diyimages/34708383-5.jpg","Charms and Accents","Charms","Base Metal"
"34698079","900","This versatile Black Curb Chain provides the perfect base for your custom jewelry creations. Use it to create a lovely necklace or bracelet paired with your favorite colors.","36in Black Curb Metal Chain","Chains","Black","Black","Base Metal","Chain","Curb",,"Black","","36in","36in","Black, Base, Metal, 36In, Chain, Black, Medium, Curb, Chain","N","N",999999,"",2,3.99,148,"https://www.cousindiy.com/diyimages/34698079.jpg, https://www.cousindiy.com/diyimages/34698079-2.jpg, https://www.cousindiy.com/diyimages/34698079-3.jpg, https://www.cousindiy.com/diyimages/34698079-4.jpg, https://www.cousindiy.com/diyimages/34698079-5.jpg","Chains","Chain","Base Metal"
"34698128","900","This Black  Cotton Ribbon Is great for many kinds of projects as well as jewelry. Create beautiful weaves, braids, wrapped projects and more for endless possibilities!","5yd Black  Cotton Ribbon","Cording and Wire","Black","Black","Cotton","Ribbons","",,,"","5yd","5yd","Black, Cotton, 5Yd, Ribbons, Black, Organza, Ribbon","N","N",999999,"",2,3.99,116,"https://www.cousindiy.com/diyimages/34698128.jpg, https://www.cousindiy.com/diyimages/34698128-2.jpg, https://www.cousindiy.com/diyimages/34698128-3.jpg, https://www.cousindiy.com/diyimages/34698128-4.jpg, https://www.cousindiy.com/diyimages/34698128-5.jpg","Cording and Wire","Ribbons","Cotton"
"34712125","900","Create your own custom key chains or purse accents with these Silver Circle Metal Clasp with Key Ring ! Make a sassy statement wherever you go.","1pc Silver Circle Metal Clasp With Key Ring","Findings","Silver","Silver","Base Metal","Key Rings","Circle",,"Silver","Zinc","52x25mm","1pc","Silver, Base, Metal, Zinc, 52X25Mm, Key, Rings, Keyring, Lobster","N","N",999999,"",1,1.99,437,"https://www.cousindiy.com/diyimages/34712125.jpg, https://www.cousindiy.com/diyimages/34712125-2.jpg, https://www.cousindiy.com/diyimages/34712125-3.jpg, https://www.cousindiy.com/diyimages/34712125-4.jpg, https://www.cousindiy.com/diyimages/34712125-5.jpg","Findings","Key Rings","Base Metal"
